WormBase Sequence Name	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene stable ID
Bm17217	Bm_074	16247	18116	1	WBGene00268360
Bm17218	Bm_074	23202	25071	1	WBGene00268361
Bm17219	Bm_074	26204	27060	1	WBGene00268362
Bm17220	Bm_074	27083	27870	1	WBGene00268363
Bm17221	Bm_078	6542	8064	1	WBGene00268364
Bm17222	Bm_078	9978	11500	1	WBGene00268365
Bm17223	Bm_078	13631	14931	1	WBGene00268366
Bm17224	Bm_078	20175	21598	1	WBGene00268367
Bm17225	Bm_080	22698	26192	1	WBGene00268368
Bm17227	Bm_087	4703	5447	-1	WBGene00268370
Bm17228	Bm_087	7603	8128	1	WBGene00268371
Bm17229	Bm_087	16293	17537	-1	WBGene00268372
Bm17230	Bm_087	17642	19116	1	WBGene00268373
Bm17232	Bm_090	577	2356	-1	WBGene00268375
Bm17233	Bm_090	5873	11782	-1	WBGene00268376
Bm17234	Bm_090	23749	24485	-1	WBGene00268377
Bm17235	Bm_090	24892	25468	1	WBGene00268378
Bm17236	Bm_096	7082	10743	-1	WBGene00268379
Bm17237	Bm_096	13865	16630	-1	WBGene00268380
Bm17238	Bm_096	20559	24206	1	WBGene00268381
Bm17240	Bm_099	2227	5609	1	WBGene00268383
Bm17241	Bm_099	6782	9685	-1	WBGene00268384
Bm17242	Bm_099	11193	13433	1	WBGene00268385
Bm17243	Bm_099	19729	23132	1	WBGene00268386
Bm17244	Bm_099	24305	24963	-1	WBGene00268387
Bm17245	Bm_106	12	566	-1	WBGene00268388
Bm17246	Bm_106	14345	15804	1	WBGene00268389
Bm17247	Bm_112	2111	6893	-1	WBGene00268390
Bm17248	Bm_112	7939	11598	-1	WBGene00268391
Bm17249	Bm_112	13033	15876	-1	WBGene00268392
Bm17250	Bm_112	18728	20309	-1	WBGene00268393
Bm17251	Bm_128	2976	4386	1	WBGene00268394
Bm17252	Bm_128	10058	11456	1	WBGene00268395
Bm17253	Bm_128	18365	19796	-1	WBGene00268396
Bm17254	Bm_131	1	1538	1	WBGene00268397
Bm17255	Bm_131	10221	13777	-1	WBGene00268398
Bm17257	Bm_134	19050	20574	-1	WBGene00268400
Bm17258	Bm_140	20	2984	-1	WBGene00268401
Bm17259	Bm_140	6750	8547	-1	WBGene00268402
Bm17260	Bm_142	10904	12687	1	WBGene00268403
Bm17261	Bm_145	2604	6095	1	WBGene00268404
Bm17262	Bm_145	8483	10741	1	WBGene00268405
Bm17265	Bm_154	9172	12151	-1	WBGene00268408
Bm17266	Bm_159	502	1480	1	WBGene00268409
Bm17267	Bm_159	16859	17384	-1	WBGene00268410
Bm17268	Bm_184	10305	10982	-1	WBGene00268411
Bm17269	Bm_191	2234	3543	-1	WBGene00268412
Bm17270	Bm_191	4259	5268	-1	WBGene00268413
Bm17271	Bm_192	3514	4838	1	WBGene00268414
Bm17272	Bm_192	7751	8415	1	WBGene00268415
Bm17273	Bm_193	672	2513	-1	WBGene00268416
Bm17274	Bm_193	2534	8696	-1	WBGene00268417
Bm17275	Bm_202	1182	13023	-1	WBGene00268418
Bm17276	Bm_203	259	2402	-1	WBGene00268419
Bm17277	Bm_204	6862	8043	-1	WBGene00268420
Bm17279	Bm_205	4911	6034	1	WBGene00268422
Bm17280	Bm_205	12399	13978	-1	WBGene00268423
Bm17281	Bm_209	134	841	1	WBGene00268424
Bm17282	Bm_209	8264	9827	1	WBGene00268425
Bm17283	Bm_213	1900	3511	-1	WBGene00268426
Bm17284	Bm_213	4608	6546	1	WBGene00268427
Bm17285	Bm_227	7215	9794	1	WBGene00268428
Bm17286	Bm_230	5115	6004	1	WBGene00268429
Bm17287	Bm_230	6294	8312	-1	WBGene00268430
Bm17288	Bm_230	9208	10461	1	WBGene00268431
Bm17289	Bm_236	8549	9651	-1	WBGene00268432
Bm17290	Bm_243	80	1689	-1	WBGene00268433
Bm17291	Bm_243	2793	3657	1	WBGene00268434
Bm17292	Bm_248	215	2253	1	WBGene00268435
Bm17293	Bm_248	4754	6404	-1	WBGene00268436
Bm17294	Bm_248	7394	8817	-1	WBGene00268437
Bm17295	Bm_252	1103	2450	-1	WBGene00268438
Bm17296	Bm_259	3092	6539	-1	WBGene00268439
Bm17297	Bm_272	251	647	-1	WBGene00268440
Bm17298	Bm_273	1	539	-1	WBGene00268441
Bm17299	Bm_273	885	1402	-1	WBGene00268442
Bm17301	Bm_277	251	1564	1	WBGene00268444
Bm17302	Bm_282	904	3113	-1	WBGene00268445
Bm17303	Bm_288	234	2115	1	WBGene00268446
Bm17304	Bm_289	1200	1552	1	WBGene00268447
Bm17305	Bm_291	577	1370	1	WBGene00268448
Bm17306	Bm_292	241	1711	-1	WBGene00268449
Bm17307	Bm_v4_Chr1_scaffold_001	6158	6916	1	WBGene00268450
Bm17308	Bm_v4_Chr1_scaffold_001	8318	9341	-1	WBGene00268451
Bm17309	Bm_v4_Chr1_scaffold_001	9411	9840	-1	WBGene00268452
Bm17310	Bm_v4_Chr1_scaffold_001	214365	214765	-1	WBGene00268453
Bm17311	Bm_v4_Chr1_scaffold_001	216579	238508	1	WBGene00268454
Bm17312	Bm_v4_Chr1_scaffold_001	341334	341919	1	WBGene00268455
Bm17313	Bm_v4_Chr1_scaffold_001	355152	360962	-1	WBGene00268456
Bm17315	Bm_v4_Chr1_scaffold_001	469158	470297	-1	WBGene00268458
Bm17316	Bm_v4_Chr1_scaffold_001	470937	472467	1	WBGene00268459
Bm17317	Bm_v4_Chr1_scaffold_001	471695	472307	-1	WBGene00268460
Bm17318	Bm_v4_Chr1_scaffold_001	539639	541235	1	WBGene00268461
Bm17320	Bm_v4_Chr1_scaffold_001	696171	699725	-1	WBGene00268463
Bm17321	Bm_v4_Chr1_scaffold_001	918796	922074	-1	WBGene00268464
Bm17322	Bm_v4_Chr1_scaffold_001	956507	960834	-1	WBGene00268465
Bm17323	Bm_v4_Chr1_scaffold_001	962055	964848	1	WBGene00268466
Bm17324	Bm_v4_Chr1_scaffold_001	966321	971234	1	WBGene00268467
Bm17325	Bm_v4_Chr1_scaffold_001	975679	981341	1	WBGene00268468
Bm17326	Bm_v4_Chr1_scaffold_001	1275099	1275728	-1	WBGene00268469
Bm17328	Bm_v4_Chr1_scaffold_001	1452127	1453838	-1	WBGene00268471
Bm17329	Bm_v4_Chr1_scaffold_001	1664424	1665413	-1	WBGene00268472
Bm17330	Bm_v4_Chr1_scaffold_001	1698060	1699768	1	WBGene00268473
Bm17331	Bm_v4_Chr1_scaffold_001	1702640	1703639	1	WBGene00268474
Bm17332	Bm_v4_Chr1_scaffold_001	1948873	1951796	-1	WBGene00268475
Bm17333	Bm_v4_Chr1_scaffold_001	1991012	1995438	-1	WBGene00268476
Bm17334	Bm_v4_Chr1_scaffold_001	2087032	2089111	-1	WBGene00268477
Bm17335	Bm_v4_Chr1_scaffold_001	2135238	2135729	1	WBGene00268478
Bm17336	Bm_v4_Chr1_scaffold_001	2406264	2407493	-1	WBGene00268479
Bm17337	Bm_v4_Chr1_scaffold_001	2425085	2426365	-1	WBGene00268480
Bm17339	Bm_v4_Chr1_scaffold_001	2491313	2492071	1	WBGene00268482
Bm17340	Bm_v4_Chr1_scaffold_001	2539966	2540721	1	WBGene00268483
Bm17341	Bm_v4_Chr1_scaffold_001	2542659	2543050	1	WBGene00268484
Bm17342	Bm_v4_Chr1_scaffold_001	2556670	2557425	1	WBGene00268485
Bm17343	Bm_v4_Chr1_scaffold_001	2574322	2575039	1	WBGene00268486
Bm17344	Bm_v4_Chr1_scaffold_001	2576269	2576618	-1	WBGene00268487
Bm17345	Bm_v4_Chr1_scaffold_001	2697479	2697870	-1	WBGene00268488
Bm17346	Bm_v4_Chr1_scaffold_001	2719206	2719597	-1	WBGene00268489
Bm17347	Bm_v4_Chr1_scaffold_001	2727575	2727966	-1	WBGene00268490
Bm17348	Bm_v4_Chr1_scaffold_001	2837687	2845111	1	WBGene00268491
Bm17349	Bm_v4_Chr1_scaffold_001	2972212	2979567	1	WBGene00268492
Bm17350	Bm_v4_Chr1_scaffold_001	3175735	3176171	1	WBGene00268493
Bm17351	Bm_v4_Chr1_scaffold_001	3192056	3193776	1	WBGene00268494
Bm17353	Bm_v4_Chr1_scaffold_001	3603357	3604009	-1	WBGene00268496
Bm17354	Bm_v4_Chr1_scaffold_001	3734840	3735135	-1	WBGene00268497
Bm17355	Bm_v4_Chr1_scaffold_001	3740340	3744191	-1	WBGene00268498
Bm17356	Bm_v4_Chr1_scaffold_001	3806746	3807872	-1	WBGene00268499
Bm17357	Bm_v4_Chr1_scaffold_001	3912673	3913716	1	WBGene00268500
Bm17358	Bm_v4_Chr1_scaffold_001	4226172	4226580	-1	WBGene00268501
Bm17359	Bm_v4_Chr1_scaffold_001	4308304	4311383	1	WBGene00268502
Bm17360	Bm_v4_Chr1_scaffold_001	4312522	4313168	1	WBGene00268503
Bm17361	Bm_v4_Chr1_scaffold_001	4323069	4325697	-1	WBGene00268504
Bm17362	Bm_v4_Chr1_scaffold_001	4451795	4454534	1	WBGene00268505
Bm17363	Bm_v4_Chr1_scaffold_001	4491516	4492950	1	WBGene00268506
Bm17364	Bm_v4_Chr1_scaffold_001	4495739	4499448	1	WBGene00268507
Bm17365	Bm_v4_Chr1_scaffold_001	4651513	4653116	-1	WBGene00268508
Bm17366	Bm_v4_Chr1_scaffold_001	4655002	4658054	-1	WBGene00268509
Bm17367	Bm_v4_Chr1_scaffold_001	4673513	4674076	-1	WBGene00268510
Bm17368	Bm_v4_Chr1_scaffold_001	4674848	4675743	-1	WBGene00268511
Bm17369	Bm_v4_Chr1_scaffold_001	4750213	4751109	-1	WBGene00268512
Bm17370	Bm_v4_Chr1_scaffold_001	4765031	4768447	1	WBGene00268513
Bm17371	Bm_v4_Chr1_scaffold_001	4928876	4929186	-1	WBGene00268514
Bm17372	Bm_v4_Chr1_scaffold_001	5030370	5030940	-1	WBGene00268515
Bm17373	Bm_v4_Chr1_scaffold_001	5108858	5109802	-1	WBGene00268516
Bm17374	Bm_v4_Chr1_scaffold_001	5352034	5352397	1	WBGene00268517
Bm17375	Bm_v4_Chr1_scaffold_001	5383946	5385985	-1	WBGene00268518
Bm17376	Bm_v4_Chr1_scaffold_001	5443180	5443774	-1	WBGene00268519
Bm17377	Bm_v4_Chr1_scaffold_001	5502345	5504382	-1	WBGene00268520
Bm17378	Bm_v4_Chr1_scaffold_001	5525244	5529038	1	WBGene00268521
Bm17379	Bm_v4_Chr1_scaffold_001	6208799	6209915	1	WBGene00268522
Bm17380	Bm_v4_Chr1_scaffold_001	6418669	6419249	-1	WBGene00268523
Bm17381	Bm_v4_Chr1_scaffold_001	7114752	7116806	1	WBGene00268524
Bm17382	Bm_v4_Chr1_scaffold_001	7121762	7130055	1	WBGene00268525
Bm17383	Bm_v4_Chr1_scaffold_001	7676534	7676956	1	WBGene00268526
Bm17384	Bm_v4_Chr1_scaffold_001	7702504	7703660	1	WBGene00268527
Bm17385	Bm_v4_Chr1_scaffold_001	7781934	7784118	1	WBGene00268528
Bm17386	Bm_v4_Chr1_scaffold_001	7975229	7975830	-1	WBGene00268529
Bm17387	Bm_v4_Chr1_scaffold_001	8021951	8022308	1	WBGene00268530
Bm17388	Bm_v4_Chr1_scaffold_001	8033799	8034084	1	WBGene00268531
Bm17389	Bm_v4_Chr1_scaffold_001	8061862	8062301	1	WBGene00268532
Bm17390	Bm_v4_Chr1_scaffold_001	8453436	8453839	-1	WBGene00268533
Bm17391	Bm_v4_Chr1_scaffold_001	8800437	8801113	1	WBGene00268534
Bm17392	Bm_v4_Chr1_scaffold_001	9170042	9170772	1	WBGene00268535
Bm17393	Bm_v4_Chr1_scaffold_001	9217468	9218048	-1	WBGene00268536
Bm17394	Bm_v4_Chr1_scaffold_001	9436655	9437894	1	WBGene00268537
Bm17395	Bm_v4_Chr1_scaffold_001	9520809	9524713	-1	WBGene00268538
Bm17396	Bm_v4_Chr1_scaffold_001	9565263	9566028	1	WBGene00268539
Bm17397	Bm_v4_Chr1_scaffold_001	9908667	9909537	1	WBGene00268540
Bm17398	Bm_v4_Chr1_scaffold_001	9972283	9972988	-1	WBGene00268541
Bm17399	Bm_v4_Chr1_scaffold_001	10088233	10095558	1	WBGene00268542
Bm17400	Bm_v4_Chr1_scaffold_001	10204618	10207165	1	WBGene00268543
Bm17401	Bm_v4_Chr1_scaffold_001	10484015	10487002	-1	WBGene00268544
Bm17402	Bm_v4_Chr1_scaffold_001	10580902	10581558	-1	WBGene00268545
Bm17403	Bm_v4_Chr1_scaffold_001	10581927	10584561	1	WBGene00268546
Bm17404	Bm_v4_Chr1_scaffold_001	10809446	10809713	1	WBGene00268547
Bm17405	Bm_v4_Chr1_scaffold_001	11242680	11243174	-1	WBGene00268548
Bm17406	Bm_v4_Chr1_scaffold_001	11345567	11351039	-1	WBGene00268549
Bm17407	Bm_v4_Chr1_scaffold_001	11354953	11356354	1	WBGene00268550
Bm17408	Bm_v4_Chr1_scaffold_001	11441833	11447950	-1	WBGene00268551
Bm17409	Bm_v4_Chr1_scaffold_001	11777874	11779515	-1	WBGene00268552
Bm17410	Bm_v4_Chr1_scaffold_001	11789850	11792400	-1	WBGene00268553
Bm17411	Bm_v4_Chr1_scaffold_001	11945208	11946162	-1	WBGene00268554
Bm17412	Bm_v4_Chr1_scaffold_001	12143934	12144646	1	WBGene00268555
Bm17413	Bm_v4_Chr1_scaffold_001	12185158	12185471	-1	WBGene00268556
Bm17414	Bm_v4_Chr1_scaffold_001	12548380	12548601	1	WBGene00268557
Bm17415	Bm_v4_Chr1_scaffold_001	12637423	12639113	1	WBGene00268558
Bm17416	Bm_v4_Chr1_scaffold_001	12754045	12757961	-1	WBGene00268559
Bm17417	Bm_v4_Chr1_scaffold_001	12768228	12770841	1	WBGene00268560
Bm17418	Bm_v4_Chr1_scaffold_001	12772320	12774993	1	WBGene00268561
Bm17419	Bm_v4_Chr1_scaffold_001	12776462	12778759	1	WBGene00268562
Bm17420	Bm_v4_Chr1_scaffold_001	12780238	12782535	1	WBGene00268563
Bm17421	Bm_v4_Chr1_scaffold_001	12784013	12786309	1	WBGene00268564
Bm17422	Bm_v4_Chr1_scaffold_001	12787789	12788917	1	WBGene00268565
Bm17423	Bm_v4_Chr1_scaffold_001	12791564	12793861	1	WBGene00268566
Bm17424	Bm_v4_Chr1_scaffold_001	12869589	12870629	1	WBGene00268567
Bm17425	Bm_v4_Chr1_scaffold_001	12886116	12888059	1	WBGene00268568
Bm17426	Bm_v4_Chr1_scaffold_001	12952910	12953518	-1	WBGene00268569
Bm17427	Bm_v4_Chr1_scaffold_001	13185479	13187589	1	WBGene00268570
Bm17428	Bm_v4_Chr1_scaffold_001	13343205	13343864	-1	WBGene00268571
Bm17429	Bm_v4_Chr1_scaffold_001	13399986	13401359	1	WBGene00268572
Bm17430	Bm_v4_Chr1_scaffold_001	13868415	13869185	1	WBGene00268573
Bm17431	Bm_v4_Chr1_scaffold_001	13895987	13896836	1	WBGene00268574
Bm17432	Bm_v4_Chr1_scaffold_001	13899843	13904672	1	WBGene00268575
Bm17433	Bm_v4_Chr1_scaffold_001	14203375	14204350	1	WBGene00268576
Bm17434	Bm_v4_Chr1_scaffold_001	14233151	14237419	-1	WBGene00268577
Bm17435	Bm_v4_Chr1_scaffold_001	14286483	14288311	1	WBGene00268578
Bm17436	Bm_v4_Chr1_scaffold_001	14507785	14508027	-1	WBGene00268579
Bm17437	Bm_v4_Chr1_scaffold_001	14570957	14571602	1	WBGene00268580
Bm17438	Bm_v4_Chr1_scaffold_001	14578383	14580228	1	WBGene00268581
Bm17439	Bm_v4_Chr1_scaffold_001	14697575	14701089	1	WBGene00268582
Bm17440	Bm_v4_Chr2_contig_001	13320	13625	1	WBGene00268583
Bm17442	Bm_v4_Chr2_contig_001	54053	57540	-1	WBGene00268585
Bm17443	Bm_v4_Chr2_contig_001	92019	92540	-1	WBGene00268586
Bm17444	Bm_v4_Chr2_contig_001	93435	104627	1	WBGene00268587
Bm17445	Bm_v4_Chr2_contig_001	123862	124493	1	WBGene00268588
Bm17446	Bm_v4_Chr2_contig_001	124247	127513	-1	WBGene00268589
Bm17447	Bm_v4_Chr2_contig_001	137055	137560	-1	WBGene00268590
Bm17448	Bm_v4_Chr2_contig_001	540311	543274	1	WBGene00268591
Bm17449	Bm_v4_Chr2_contig_001	599353	599779	1	WBGene00268592
Bm17450	Bm_v4_Chr2_contig_001	797741	798709	-1	WBGene00268593
Bm17451	Bm_v4_Chr2_contig_001	830376	832014	-1	WBGene00268594
Bm17452	Bm_v4_Chr2_contig_001	958065	958730	1	WBGene00268595
Bm17453	Bm_v4_Chr2_contig_001	959204	963407	-1	WBGene00268596
Bm17454	Bm_v4_Chr2_contig_001	977966	979499	-1	WBGene00268597
Bm17456	Bm_v4_Chr2_contig_001	1086219	1088509	1	WBGene00268599
Bm17457	Bm_v4_Chr2_contig_001	1092096	1094374	1	WBGene00268600
Bm17458	Bm_v4_Chr2_contig_001	1097155	1099432	1	WBGene00268601
Bm17459	Bm_v4_Chr2_contig_001	1102213	1103899	1	WBGene00268602
Bm17460	Bm_v4_Chr2_contig_001	1107276	1109014	1	WBGene00268603
Bm17461	Bm_v4_Chr2_contig_001	1275051	1278809	-1	WBGene00268604
Bm17462	Bm_v4_Chr2_contig_001	1275750	1277366	1	WBGene00268605
Bm17463	Bm_v4_Chr2_contig_001	1369153	1371437	-1	WBGene00268606
Bm17464	Bm_v4_Chr2_contig_001	1376251	1378859	1	WBGene00268607
Bm17465	Bm_v4_Chr2_contig_001	1381996	1384280	-1	WBGene00268608
Bm17466	Bm_v4_Chr2_contig_001	1389925	1392632	1	WBGene00268609
Bm17467	Bm_v4_Chr2_contig_001	1395235	1397614	1	WBGene00268610
Bm17468	Bm_v4_Chr2_contig_001	1400750	1403530	-1	WBGene00268611
Bm17469	Bm_v4_Chr2_contig_001	1408340	1410954	1	WBGene00268612
Bm17470	Bm_v4_Chr2_contig_001	1418874	1421158	-1	WBGene00268613
Bm17471	Bm_v4_Chr2_contig_001	1425974	1429093	1	WBGene00268614
Bm17472	Bm_v4_Chr2_contig_001	1433793	1436112	1	WBGene00268615
Bm17473	Bm_v4_Chr2_contig_001	1508001	1509472	-1	WBGene00268616
Bm17474	Bm_v4_Chr2_contig_001	1520341	1521875	1	WBGene00268617
Bm17475	Bm_v4_Chr2_contig_001	1892607	1893266	1	WBGene00268618
Bm17476	Bm_v4_Chr2_contig_001	1921673	1925087	-1	WBGene00268619
Bm17477	Bm_v4_Chr2_contig_001	2004149	2005764	1	WBGene00268620
Bm17478	Bm_v4_Chr2_contig_001	2657714	2659709	-1	WBGene00268621
Bm17479	Bm_v4_Chr2_contig_001	2730345	2734629	1	WBGene00268622
Bm17480	Bm_v4_Chr2_contig_001	2753060	2756072	1	WBGene00268623
Bm17481	Bm_v4_Chr2_contig_001	2762786	2763411	1	WBGene00268624
Bm17482	Bm_v4_Chr2_contig_001	2962115	2962580	1	WBGene00268625
Bm17483	Bm_v4_Chr2_contig_001	3094619	3095355	-1	WBGene00268626
Bm17484	Bm_v4_Chr2_contig_001	3310427	3312075	-1	WBGene00268627
Bm17485	Bm_v4_Chr2_contig_001	3404692	3405416	1	WBGene00268628
Bm17486	Bm_v4_Chr2_contig_001	3429536	3431165	1	WBGene00268629
Bm17487	Bm_v4_Chr2_contig_001	3435487	3435999	-1	WBGene00268630
Bm17490	Bm_v4_Chr2_contig_001	3590350	3593744	-1	WBGene00268633
Bm17491	Bm_v4_Chr2_contig_001	3767156	3768704	-1	WBGene00268634
Bm17492	Bm_v4_Chr2_contig_001	4646316	4650109	-1	WBGene00268635
Bm17493	Bm_v4_Chr2_contig_001	5156555	5157978	-1	WBGene00268636
Bm17494	Bm_v4_Chr2_contig_001	5159188	5160879	-1	WBGene00268637
Bm17495	Bm_v4_Chr2_contig_001	5300976	5302242	-1	WBGene00268638
Bm17496	Bm_v4_Chr2_contig_001	5342101	5342735	-1	WBGene00268639
Bm17497	Bm_v4_Chr2_contig_001	5344029	5346390	1	WBGene00268640
Bm17498	Bm_v4_Chr2_contig_001	5348414	5350626	-1	WBGene00268641
Bm17499	Bm_v4_Chr2_contig_001	5350754	5351935	-1	WBGene00268642
Bm17500	Bm_v4_Chr2_contig_001	5599004	5599828	-1	WBGene00268643
Bm17501	Bm_v4_Chr2_contig_001	5822155	5822708	1	WBGene00268644
Bm17502	Bm_v4_Chr2_contig_001	5895678	5896232	-1	WBGene00268645
Bm17503	Bm_v4_Chr2_contig_001	6102876	6105617	-1	WBGene00268646
Bm17504	Bm_v4_Chr2_contig_001	6378258	6379444	1	WBGene00268647
Bm17505	Bm_v4_Chr2_contig_001	6622932	6623241	-1	WBGene00268648
Bm17506	Bm_v4_Chr2_contig_001	6773629	6774309	1	WBGene00268649
Bm17507	Bm_v4_Chr2_contig_001	7050971	7052483	1	WBGene00268650
Bm17508	Bm_v4_Chr2_contig_001	7236462	7242765	-1	WBGene00268651
Bm17509	Bm_v4_Chr2_contig_001	7244486	7244878	-1	WBGene00268652
Bm17510	Bm_v4_Chr2_contig_001	7288128	7288484	-1	WBGene00268653
Bm17511	Bm_v4_Chr2_contig_001	7541430	7542220	1	WBGene00268654
Bm17512	Bm_v4_Chr2_contig_001	7556695	7557811	1	WBGene00268655
Bm17513	Bm_v4_Chr2_contig_001	7564673	7565463	1	WBGene00268656
Bm17514	Bm_v4_Chr2_contig_001	7571193	7572912	1	WBGene00268657
Bm17516	Bm_v4_Chr2_contig_001	7870902	7871671	-1	WBGene00268659
Bm17517	Bm_v4_Chr2_contig_001	7907087	7908658	-1	WBGene00268660
Bm17519	Bm_v4_Chr2_contig_001	8266917	8268155	1	WBGene00268662
Bm17520	Bm_v4_Chr2_contig_001	8349572	8349932	-1	WBGene00268663
Bm17521	Bm_v4_Chr2_contig_001	8541808	8542380	1	WBGene00268664
Bm17522	Bm_v4_Chr2_contig_001	8650715	8651424	-1	WBGene00268665
Bm17524	Bm_v4_Chr2_contig_001	8846850	8847326	1	WBGene00268667
Bm17525	Bm_v4_Chr2_contig_001	8856213	8860161	-1	WBGene00268668
Bm17526	Bm_v4_Chr2_contig_001	8916393	8916833	1	WBGene00268669
Bm17527	Bm_v4_Chr2_contig_001	9445741	9453580	1	WBGene00268670
Bm17528	Bm_v4_Chr2_contig_001	9492134	9493341	-1	WBGene00268671
Bm17529	Bm_v4_Chr2_contig_001	9896510	9897314	-1	WBGene00268672
Bm17530	Bm_v4_Chr2_contig_001	9904284	9904573	-1	WBGene00268673
Bm17531	Bm_v4_Chr2_contig_001	9905926	9907139	1	WBGene00268674
Bm17532	Bm_v4_Chr2_contig_001	9951407	9953400	-1	WBGene00268675
Bm17533	Bm_v4_Chr2_contig_001	10039339	10040000	-1	WBGene00268676
Bm17538	Bm_v4_Chr2_contig_001	10707941	10709945	1	WBGene00268681
Bm17539	Bm_v4_Chr2_contig_001	10921079	10921536	-1	WBGene00268682
Bm17540	Bm_v4_Chr2_contig_001	10921847	10923066	1	WBGene00268683
Bm17541	Bm_v4_Chr2_contig_001	11043037	11045806	1	WBGene00268684
Bm17542	Bm_v4_Chr2_contig_001	11159252	11159974	-1	WBGene00268685
Bm17543	Bm_v4_Chr2_contig_001	11170254	11171749	1	WBGene00268686
Bm17544	Bm_v4_Chr2_contig_001	11182942	11183581	1	WBGene00268687
Bm17545	Bm_v4_Chr2_contig_001	11339550	11340167	1	WBGene00268688
Bm17546	Bm_v4_Chr2_contig_001	11577310	11580574	1	WBGene00268689
Bm17547	Bm_v4_Chr2_contig_001	11594633	11595908	1	WBGene00268690
Bm17548	Bm_v4_Chr2_contig_001	11663332	11666450	-1	WBGene00268691
Bm17549	Bm_v4_Chr2_contig_001	11671783	11674211	-1	WBGene00268692
Bm17550	Bm_v4_Chr2_contig_001	11825192	11826652	-1	WBGene00268693
Bm17551	Bm_v4_Chr2_contig_001	11936718	11937502	1	WBGene00268694
Bm17552	Bm_v4_Chr2_contig_001	11946041	11950926	1	WBGene00268695
Bm17553	Bm_v4_Chr2_contig_001	11975031	11976783	-1	WBGene00268696
Bm17554	Bm_v4_Chr2_contig_001	12099116	12104240	1	WBGene00268697
Bm17555	Bm_v4_Chr2_contig_001	12424857	12427917	1	WBGene00268698
Bm17556	Bm_v4_Chr2_contig_001	12430562	12430866	-1	WBGene00268699
Bm17557	Bm_v4_Chr2_contig_001	12458941	12459512	1	WBGene00268700
Bm17558	Bm_v4_Chr2_contig_001	12559977	12578680	1	WBGene00268701
Bm17559	Bm_v4_Chr2_contig_001	12625659	12626777	-1	WBGene00268702
Bm17560	Bm_v4_Chr2_contig_001	12627714	12631951	1	WBGene00268703
Bm17561	Bm_v4_Chr2_contig_001	12641920	12645045	1	WBGene00268704
Bm17563	Bm_v4_Chr2_contig_001	12759392	12762930	-1	WBGene00268706
Bm17564	Bm_v4_Chr2_contig_001	12818249	12819564	1	WBGene00268707
Bm17565	Bm_v4_Chr2_contig_001	12828615	12835975	-1	WBGene00268708
Bm17566	Bm_v4_Chr2_contig_001	12921391	12923509	1	WBGene00268709
Bm17567	Bm_v4_Chr2_contig_001	12960679	12965179	-1	WBGene00268710
Bm17568	Bm_v4_Chr2_contig_001	12993347	12998374	1	WBGene00268711
Bm17569	Bm_v4_Chr2_contig_001	13000548	13003266	-1	WBGene00268712
Bm17570	Bm_v4_Chr2_contig_001	13036859	13040620	-1	WBGene00268713
Bm17571	Bm_v4_Chr2_contig_001	13066627	13067649	-1	WBGene00268714
Bm17572	Bm_v4_Chr2_contig_001	13067956	13070228	1	WBGene00268715
Bm17573	Bm_v4_Chr2_contig_001	13086534	13093198	-1	WBGene00268716
Bm17574	Bm_v4_Chr2_contig_001	13119654	13127103	1	WBGene00268717
Bm17575	Bm_v4_Chr2_contig_001	13197218	13201846	1	WBGene00268718
Bm17576	Bm_v4_Chr2_contig_001	13268697	13271204	1	WBGene00268719
Bm17577	Bm_v4_Chr2_contig_001	13277835	13278403	1	WBGene00268720
Bm17578	Bm_v4_Chr2_contig_001	13279362	13281695	-1	WBGene00268721
Bm17579	Bm_v4_Chr2_contig_001	13494676	13496072	1	WBGene00268722
Bm17580	Bm_v4_Chr2_contig_001	13497449	13499281	1	WBGene00268723
Bm17581	Bm_v4_Chr2_contig_001	13525435	13526229	1	WBGene00268724
Bm17582	Bm_v4_Chr2_contig_001	13612478	13617614	-1	WBGene00268725
Bm17585	Bm_v4_Chr2_contig_001	13704325	13710950	1	WBGene00268728
Bm17586	Bm_v4_Chr2_contig_001	13970541	13972715	-1	WBGene00268729
Bm17587	Bm_v4_Chr2_contig_001	14163461	14165823	1	WBGene00268730
Bm17588	Bm_v4_Chr2_contig_001	14171643	14173553	1	WBGene00268731
Bm17590	Bm_v4_Chr3_scaffold_001	9862	14667	-1	WBGene00268733
Bm17591	Bm_v4_Chr3_scaffold_001	34023	34788	-1	WBGene00268734
Bm17592	Bm_v4_Chr3_scaffold_001	101572	103205	-1	WBGene00268735
Bm17593	Bm_v4_Chr3_scaffold_001	304774	305145	1	WBGene00268736
Bm17594	Bm_v4_Chr3_scaffold_001	1054160	1055368	1	WBGene00268737
Bm17595	Bm_v4_Chr3_scaffold_001	1311554	1311925	-1	WBGene00268738
Bm17596	Bm_v4_Chr3_scaffold_001	1443980	1444708	-1	WBGene00268739
Bm17597	Bm_v4_Chr3_scaffold_001	1480728	1491854	-1	WBGene00268740
Bm17598	Bm_v4_Chr3_scaffold_001	1655930	1658846	1	WBGene00268741
Bm17599	Bm_v4_Chr3_scaffold_001	1730553	1731545	1	WBGene00268742
Bm17600	Bm_v4_Chr3_scaffold_001	1747079	1758088	1	WBGene00268743
Bm17601	Bm_v4_Chr3_scaffold_001	1998795	1999697	1	WBGene00268744
